,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
1,2410.00 ,2397.00 ,2491.00 ,2516.00 ,2638.00 ,2679.00 ,2807.00 ,2850.00 ,2977.00 ,3127.00 
